County,FirstDose,SeriesComplete,Reportasof
Oneida,153066,142480,4/10/2022
Onondaga,360393,332277,4/10/2022
Ontario,83720,78739,4/10/2022
Orange,257533,235122,4/10/2022
Orleans,24016,22635,4/10/2022
Oswego,78099,73629,4/10/2022
Otsego,39750,37312,4/10/2022
Putnam,81149,73085,4/10/2022
Queens,2152159,1940288,4/10/2022
Rensselaer,116848,108550,4/10/2022
Richmond,383105,351600,4/10/2022
Rockland,226381,205066,4/10/2022
Saratoga,184638,172773,4/10/2022
Schenectady,133170,123548,4/10/2022
Schoharie,19139,18169,4/10/2022
Schuyler,11090,10302,4/10/2022
Seneca,19263,18076,4/10/2022
St. Lawrence,72659,67986,4/10/2022
Steuben,55186,51946,4/10/2022
Suffolk,1212567,1105580,4/10/2022
Sullivan,50005,45473,4/10/2022
Tioga,25281,23955,4/10/2022
Tompkins,84088,76837,4/10/2022
Ulster,144972,133085,4/10/2022
Warren,51533,48439,4/10/2022
Washington,41357,39230,4/10/2022
Wayne,64383,60807,4/10/2022
Westchester,854742,770874,4/10/2022
Wyoming,23036,21782,4/10/2022
Yates,14505,13509,4/10/2022
Albany,247917,226697,4/11/2022
Allegany,23097,21591,4/11/2022
Bronx,1185780,1054754,4/11/2022
Broome,132883,124047,4/11/2022
Cattaraugus,43393,40227,4/11/2022
Cayuga,49170,46004,4/11/2022
Chautauqua,80534,74019,4/11/2022
Chemung,48552,45692,4/11/2022
Chenango,30924,29133,4/11/2022
Clinton,58247,54896,4/11/2022
Columbia,45213,41386,4/11/2022
Cortland,29257,27690,4/11/2022
Delaware,26204,24344,4/11/2022
Dutchess,225326,203972,4/11/2022
Erie,700629,651732,4/11/2022
Essex,27362,25555,4/11/2022
Franklin,30711,28764,4/11/2022
Fulton,29772,28004,4/11/2022
Genesee,37246,35187,4/11/2022
Greene,31756,29026,4/11/2022
Hamilton,3485,3246,4/11/2022
Herkimer,36417,34225,4/11/2022
Jefferson,74281,62268,4/11/2022
Kings,2032599,1832304,4/11/2022
Lewis,14299,13622,4/11/2022
Livingston,39853,37767,4/11/2022
Madison,53729,50294,4/11/2022
Monroe,570781,532992,4/11/2022
Montgomery,34841,32872,4/11/2022
Nassau,1223872,1116822,4/11/2022
New York,1572801,1359462,4/11/2022
Niagara,147916,139386,4/11/2022
Oneida,153095,142502,4/11/2022
Onondaga,360434,332314,4/11/2022
Ontario,83724,78744,4/11/2022
Orange,257592,235179,4/11/2022
Orleans,24022,22639,4/11/2022
Oswego,78105,73634,4/11/2022
Otsego,39750,37317,4/11/2022
Putnam,81169,73102,4/11/2022
Queens,2152520,1940635,4/11/2022
Rensselaer,116865,108564,4/11/2022
Richmond,383183,351675,4/11/2022
Rockland,226417,205106,4/11/2022
Saratoga,184656,172798,4/11/2022
Schenectady,133195,123559,4/11/2022
Schoharie,19141,18169,4/11/2022
Schuyler,11091,10303,4/11/2022
Seneca,19263,18079,4/11/2022
St. Lawrence,72669,67995,4/11/2022
Steuben,55188,51946,4/11/2022
Suffolk,1212771,1105782,4/11/2022
Sullivan,50018,45478,4/11/2022
Tioga,25282,23956,4/11/2022
Tompkins,84098,76856,4/11/2022
Ulster,144999,133099,4/11/2022
Warren,51535,48446,4/11/2022
Washington,41364,39232,4/11/2022
Wayne,64385,60811,4/11/2022
Westchester,854916,771057,4/11/2022
Wyoming,23040,21784,4/11/2022
Yates,14508,13510,4/11/2022
Albany,247945,226747,4/12/2022
Allegany,23103,21601,4/12/2022
Bronx,1186105,1055104,4/12/2022
Broome,132904,124065,4/12/2022
Cattaraugus,43402,40237,4/12/2022
Cayuga,49173,46010,4/12/2022
Chautauqua,80540,74032,4/12/2022
Chemung,48561,45699,4/12/2022
Chenango,30927,29138,4/12/2022
Clinton,58258,54909,4/12/2022
Columbia,45219,41391,4/12/2022
Cortland,29260,27692,4/12/2022
Delaware,26208,24352,4/12/2022
Dutchess,225361,204007,4/12/2022
Erie,700750,651860,4/12/2022
Essex,27365,25560,4/12/2022
Franklin,30715,28766,4/12/2022
Fulton,29774,28007,4/12/2022
Genesee,37252,35197,4/12/2022
Greene,31759,29031,4/12/2022
Hamilton,3485,3246,4/12/2022
Herkimer,36420,34228,4/12/2022
Jefferson,74292,62279,4/12/2022
Kings,2033031,1832745,4/12/2022
Lewis,14301,13623,4/12/2022
Livingston,39859,37771,4/12/2022
Madison,53730,50301,4/12/2022
Monroe,570865,533097,4/12/2022
Montgomery,34848,32872,4/12/2022
Nassau,1224077,1117031,4/12/2022
New York,1573240,1359818,4/12/2022
Niagara,147926,139409,4/12/2022
Oneida,153114,142524,4/12/2022
Onondaga,360485,332359,4/12/2022
Ontario,83729,78755,4/12/2022
Orange,257657,235232,4/12/2022
Orleans,24022,22639,4/12/2022
Oswego,78120,73642,4/12/2022
Otsego,39758,37320,4/12/2022
Putnam,81182,73118,4/12/2022
Queens,2152923,1941031,4/12/2022
Rensselaer,116883,108578,4/12/2022
Richmond,383238,351733,4/12/2022
Rockland,226458,205160,4/12/2022
Saratoga,184677,172822,4/12/2022
Schenectady,133218,123575,4/12/2022
Schoharie,19141,18172,4/12/2022
Schuyler,11091,10304,4/12/2022
Seneca,19266,18082,4/12/2022
St. Lawrence,72692,68016,4/12/2022
Steuben,55190,51953,4/12/2022
Suffolk,1212972,1105978,4/12/2022
Sullivan,50021,45485,4/12/2022
Tioga,25286,23956,4/12/2022
Tompkins,84110,76866,4/12/2022
Ulster,145020,133125,4/12/2022
Warren,51542,48454,4/12/2022
Washington,41366,39238,4/12/2022
Wayne,64394,60821,4/12/2022
Westchester,855071,771226,4/12/2022
Wyoming,23042,21789,4/12/2022
Yates,14509,13510,4/12/2022
Albany,247990,226777,4/13/2022
Allegany,23103,21604,4/13/2022
Bronx,1186390,1055429,4/13/2022
Broome,132923,124074,4/13/2022
Cattaraugus,43408,40241,4/13/2022
Cayuga,49176,46015,4/13/2022
Chautauqua,80550,74052,4/13/2022
Chemung,48562,45708,4/13/2022
Chenango,30930,29141,4/13/2022
Clinton,58277,54919,4/13/2022
Columbia,45220,41398,4/13/2022
Cortland,29265,27697,4/13/2022
Delaware,26214,24355,4/13/2022
Dutchess,225405,204069,4/13/2022
Erie,700852,651968,4/13/2022
Essex,27369,25563,4/13/2022
Franklin,30719,28772,4/13/2022
Fulton,29775,28013,4/13/2022
Genesee,37252,35201,4/13/2022
Greene,31764,29036,4/13/2022
Hamilton,3485,3247,4/13/2022
Herkimer,36425,34234,4/13/2022
Jefferson,74298,62288,4/13/2022
Kings,2033436,1833111,4/13/2022
Lewis,14302,13629,4/13/2022
Livingston,39863,37772,4/13/2022
Madison,53738,50310,4/13/2022
Monroe,570989,533211,4/13/2022
Montgomery,34855,32879,4/13/2022
Nassau,1224308,1117261,4/13/2022
New York,1573672,1360147,4/13/2022
Niagara,147939,139422,4/13/2022
Oneida,153131,142563,4/13/2022
Onondaga,360559,332428,4/13/2022
Ontario,83738,78770,4/13/2022
Orange,257712,235279,4/13/2022
Orleans,24024,22643,4/13/2022
Oswego,78136,73661,4/13/2022
Otsego,39765,37329,4/13/2022
Putnam,81198,73139,4/13/2022
Queens,2153335,1941403,4/13/2022
Rensselaer,116909,108600,4/13/2022
Richmond,383295,351798,4/13/2022
Rockland,226493,205192,4/13/2022
Saratoga,184693,172846,4/13/2022
Schenectady,133232,123585,4/13/2022
Schoharie,19143,18175,4/13/2022
Schuyler,11091,10305,4/13/2022
Seneca,19269,18085,4/13/2022
St. Lawrence,72729,68054,4/13/2022
Steuben,55193,51960,4/13/2022
Suffolk,1213140,1106187,4/13/2022
Sullivan,50031,45492,4/13/2022
Tioga,25289,23957,4/13/2022
Tompkins,84120,76880,4/13/2022
Ulster,145053,133153,4/13/2022
Warren,51548,48465,4/13/2022
Washington,41369,39240,4/13/2022
Wayne,64399,60826,4/13/2022
Westchester,855220,771397,4/13/2022
Wyoming,23046,21791,4/13/2022
Yates,14511,13510,4/13/2022
Albany,248027,226811,4/14/2022
Allegany,23107,21609,4/14/2022
Bronx,1186692,1055740,4/14/2022
Broome,132942,124100,4/14/2022
Cattaraugus,43413,40246,4/14/2022
Cayuga,49181,46023,4/14/2022
Chautauqua,80562,74063,4/14/2022
Chemung,48568,45716,4/14/2022
Chenango,30932,29153,4/14/2022
Clinton,58291,54927,4/14/2022
Columbia,45225,41408,4/14/2022
Cortland,29271,27701,4/14/2022
Delaware,26218,24358,4/14/2022
Dutchess,225443,204105,4/14/2022
Erie,700935,652084,4/14/2022
Essex,27371,25569,4/14/2022
Franklin,30725,28777,4/14/2022
Fulton,29778,28016,4/14/2022
Genesee,37257,35203,4/14/2022
Greene,31765,29041,4/14/2022
Hamilton,3488,3249,4/14/2022
Herkimer,36430,34242,4/14/2022
Jefferson,74321,62315,4/14/2022
Kings,2033780,1833468,4/14/2022
Lewis,14305,13629,4/14/2022
Livingston,39868,37780,4/14/2022
Madison,53744,50312,4/14/2022
Monroe,571086,533315,4/14/2022
Montgomery,34862,32882,4/14/2022
Nassau,1224526,1117479,4/14/2022
New York,1574126,1360493,4/14/2022
Niagara,147957,139445,4/14/2022
Oneida,153157,142589,4/14/2022
Onondaga,360618,332479,4/14/2022
Ontario,83744,78790,4/14/2022
Orange,257793,235364,4/14/2022
Orleans,24033,22645,4/14/2022
Oswego,78150,73675,4/14/2022
Otsego,39774,37332,4/14/2022
Putnam,81211,73141,4/14/2022
Queens,2153703,1941765,4/14/2022
Rensselaer,116930,108628,4/14/2022
Richmond,383368,351851,4/14/2022
Rockland,226540,205245,4/14/2022
Saratoga,184706,172865,4/14/2022
Schenectady,133259,123603,4/14/2022
Schoharie,19146,18175,4/14/2022
Schuyler,11091,10305,4/14/2022
Seneca,19271,18090,4/14/2022
St. Lawrence,72752,68081,4/14/2022
Steuben,55199,51966,4/14/2022
Suffolk,1213334,1106368,4/14/2022
Sullivan,50040,45505,4/14/2022
Tioga,25292,23961,4/14/2022
Tompkins,84129,76898,4/14/2022
Ulster,145079,133183,4/14/2022
Warren,51550,48472,4/14/2022
Washington,41373,39243,4/14/2022
Wayne,64405,60837,4/14/2022
Westchester,855402,771587,4/14/2022
Wyoming,23048,21795,4/14/2022
Yates,14511,13512,4/14/2022
Albany,248064,226859,4/15/2022
Allegany,23109,21615,4/15/2022
Bronx,1186971,1055988,4/15/2022
Broome,132958,124119,4/15/2022
Cattaraugus,43421,40251,4/15/2022
Cayuga,49183,46028,4/15/2022
Chautauqua,80577,74074,4/15/2022
Chemung,48577,45720,4/15/2022
Chenango,30934,29158,4/15/2022
Clinton,58298,54933,4/15/2022
Columbia,45227,41415,4/15/2022
Cortland,29271,27705,4/15/2022
Delaware,26222,24368,4/15/2022
Dutchess,225487,204143,4/15/2022
Erie,700999,652156,4/15/2022
Essex,27380,25575,4/15/2022
Franklin,30748,28791,4/15/2022
Fulton,29782,28021,4/15/2022
Genesee,37261,35208,4/15/2022
Greene,31767,29046,4/15/2022
Hamilton,3488,3249,4/15/2022
Herkimer,36436,34247,4/15/2022
Jefferson,74330,62329,4/15/2022
Kings,2034145,1833804,4/15/2022
Lewis,14305,13630,4/15/2022
Livingston,39875,37785,4/15/2022
Madison,53748,50319,4/15/2022
Monroe,571190,533421,4/15/2022
Montgomery,34864,32883,4/15/2022
Nassau,1224672,1117661,4/15/2022
New York,1574540,1360779,4/15/2022
Niagara,147980,139459,4/15/2022
Oneida,153181,142599,4/15/2022
Onondaga,360661,332533,4/15/2022
Ontario,83748,78803,4/15/2022
Orange,257823,235414,4/15/2022
Orleans,24035,22647,4/15/2022
Oswego,78164,73688,4/15/2022
Otsego,39777,37337,4/15/2022
Putnam,81219,73163,4/15/2022
Queens,2154069,1942129,4/15/2022
Rensselaer,116945,108652,4/15/2022
Richmond,383435,351912,4/15/2022
Rockland,226586,205303,4/15/2022
Saratoga,184723,172891,4/15/2022
Schenectady,133275,123622,4/15/2022
Schoharie,19147,18176,4/15/2022
Schuyler,11092,10309,4/15/2022
Seneca,19275,18092,4/15/2022
St. Lawrence,72761,68090,4/15/2022
Steuben,55206,51969,4/15/2022
Suffolk,1213524,1106572,4/15/2022
Sullivan,50044,45523,4/15/2022
Tioga,25298,23963,4/15/2022
Tompkins,84142,76907,4/15/2022
Ulster,145108,133217,4/15/2022
Warren,51554,48475,4/15/2022
Washington,41375,39247,4/15/2022
Wayne,64416,60845,4/15/2022
Westchester,855560,771767,4/15/2022
Wyoming,23049,21800,4/15/2022
Yates,14514,13512,4/15/2022
Albany,248085,226871,4/16/2022
Allegany,23109,21617,4/16/2022
Bronx,1187131,1056107,4/16/2022
Broome,132969,124134,4/16/2022
Cattaraugus,43424,40254,4/16/2022
Cayuga,49186,46028,4/16/2022
Chautauqua,80583,74085,4/16/2022
Chemung,48581,45720,4/16/2022
Chenango,30935,29159,4/16/2022
Clinton,58303,54937,4/16/2022
Columbia,45228,41422,4/16/2022
Cortland,29272,27708,4/16/2022
Delaware,26224,24372,4/16/2022
Dutchess,225514,204182,4/16/2022
Erie,701071,652228,4/16/2022
Essex,27380,25576,4/16/2022
Franklin,30750,28792,4/16/2022
Fulton,29784,28023,4/16/2022
Genesee,37267,35213,4/16/2022
Greene,31768,29049,4/16/2022
Hamilton,3488,3249,4/16/2022
Herkimer,36436,34249,4/16/2022
Jefferson,74337,62335,4/16/2022
Kings,2034353,1834024,4/16/2022
Lewis,14305,13630,4/16/2022
Livingston,39876,37787,4/16/2022
Madison,53754,50321,4/16/2022
Monroe,571256,533476,4/16/2022
Montgomery,34870,32885,4/16/2022
Nassau,1224804,1117784,4/16/2022
New York,1574833,1360943,4/16/2022
Niagara,147996,139481,4/16/2022
Oneida,153197,142609,4/16/2022
Onondaga,360695,332573,4/16/2022
Ontario,83752,78815,4/16/2022
Orange,257851,235443,4/16/2022
Orleans,24037,22648,4/16/2022
Oswego,78167,73694,4/16/2022
Otsego,39779,37340,4/16/2022
Putnam,81225,73168,4/16/2022
Queens,2154351,1942399,4/16/2022
Rensselaer,116947,108664,4/16/2022
Richmond,383481,351965,4/16/2022
Rockland,226605,205327,4/16/2022
Saratoga,184731,172905,4/16/2022
Schenectady,133285,123637,4/16/2022
Schoharie,19149,18177,4/16/2022
Schuyler,11092,10311,4/16/2022
Seneca,19276,18093,4/16/2022
St. Lawrence,72770,68105,4/16/2022
Steuben,55210,51973,4/16/2022
Suffolk,1213647,1106713,4/16/2022
Sullivan,50049,45528,4/16/2022
Tioga,25299,23966,4/16/2022
Tompkins,84148,76910,4/16/2022
Ulster,145119,133233,4/16/2022
Warren,51562,48482,4/16/2022
Washington,41375,39248,4/16/2022
Wayne,64422,60847,4/16/2022
Westchester,855643,771857,4/16/2022
Wyoming,23049,21800,4/16/2022
Yates,14516,13514,4/16/2022
Albany,248088,226878,4/17/2022
Allegany,23109,21617,4/17/2022
Bronx,1187189,1056164,4/17/2022
Broome,132974,124136,4/17/2022
Cattaraugus,43427,40255,4/17/2022
Cayuga,49187,46030,4/17/2022
Chautauqua,80584,74095,4/17/2022
Chemung,48584,45722,4/17/2022
Chenango,30935,29160,4/17/2022
Clinton,58306,54939,4/17/2022
Columbia,45229,41422,4/17/2022
Cortland,29272,27709,4/17/2022
Delaware,26224,24372,4/17/2022
Dutchess,225525,204190,4/17/2022
Erie,701106,652265,4/17/2022
Essex,27380,25576,4/17/2022
Franklin,30750,28792,4/17/2022
Fulton,29786,28024,4/17/2022
Genesee,37267,35215,4/17/2022
Greene,31768,29049,4/17/2022
Hamilton,3488,3249,4/17/2022
Herkimer,36440,34252,4/17/2022
Jefferson,74338,62335,4/17/2022
Kings,2034510,1834161,4/17/2022
Lewis,14305,13630,4/17/2022
Livingston,39877,37788,4/17/2022
Madison,53754,50322,4/17/2022
Monroe,571276,533506,4/17/2022
Montgomery,34870,32886,4/17/2022
Nassau,1224869,1117847,4/17/2022
New York,1574980,1361061,4/17/2022
Niagara,148004,139487,4/17/2022
Oneida,153206,142617,4/17/2022
Onondaga,360722,332597,4/17/2022
Ontario,83755,78816,4/17/2022
Orange,257867,235457,4/17/2022
Orleans,24038,22648,4/17/2022
Oswego,78167,73694,4/17/2022
Otsego,39779,37340,4/17/2022
Putnam,81228,73173,4/17/2022
Queens,2154489,1942515,4/17/2022
Rensselaer,116952,108665,4/17/2022
Richmond,383500,351975,4/17/2022
Rockland,226608,205331,4/17/2022
Saratoga,184732,172908,4/17/2022
Schenectady,133290,123642,4/17/2022
Schoharie,19149,18177,4/17/2022
Schuyler,11092,10311,4/17/2022
Seneca,19276,18093,4/17/2022
St. Lawrence,72770,68107,4/17/2022
Steuben,55210,51975,4/17/2022
Suffolk,1213708,1106775,4/17/2022
Sullivan,50049,45531,4/17/2022
Tioga,25302,23967,4/17/2022
Tompkins,84150,76911,4/17/2022
Ulster,145130,133249,4/17/2022
Warren,51565,48483,4/17/2022
Washington,41378,39248,4/17/2022
Wayne,64425,60849,4/17/2022
Westchester,855687,771908,4/17/2022
Wyoming,23049,21800,4/17/2022
Yates,14516,13515,4/17/2022
Albany,248117,226898,4/18/2022
Allegany,23112,21620,4/18/2022
Bronx,1187453,1056425,4/18/2022
Broome,132984,124145,4/18/2022
Cattaraugus,43429,40257,4/18/2022
Cayuga,49190,46032,4/18/2022
Chautauqua,80594,74103,4/18/2022
Chemung,48586,45731,4/18/2022
Chenango,30936,29162,4/18/2022
Clinton,58309,54945,4/18/2022
Columbia,45230,41426,4/18/2022
Cortland,29275,27713,4/18/2022
Delaware,26227,24373,4/18/2022
Dutchess,225548,204209,4/18/2022
Erie,701166,652315,4/18/2022
Essex,27381,25579,4/18/2022
Franklin,30755,28799,4/18/2022
Fulton,29789,28029,4/18/2022
Genesee,37269,35215,4/18/2022
Greene,31771,29055,4/18/2022
Hamilton,3489,3249,4/18/2022
Herkimer,36444,34254,4/18/2022
Jefferson,74342,62341,4/18/2022
Kings,2034860,1834494,4/18/2022
Lewis,14305,13635,4/18/2022
Livingston,39877,37791,4/18/2022
Madison,53759,50325,4/18/2022
Monroe,571321,533552,4/18/2022
Montgomery,34870,32889,4/18/2022
Nassau,1225027,1117983,4/18/2022
New York,1575305,1361288,4/18/2022
Niagara,148008,139499,4/18/2022
Oneida,153215,142620,4/18/2022
Onondaga,360746,332625,4/18/2022
Ontario,83760,78824,4/18/2022
Orange,257935,235495,4/18/2022
Orleans,24040,22650,4/18/2022
Oswego,78173,73705,4/18/2022
Otsego,39779,37343,4/18/2022
Putnam,81238,73176,4/18/2022
Queens,2154820,1942803,4/18/2022
Rensselaer,116962,108675,4/18/2022
Richmond,383540,352008,4/18/2022
Rockland,226621,205350,4/18/2022
Saratoga,184744,172924,4/18/2022
Schenectady,133303,123661,4/18/2022
Schoharie,19150,18178,4/18/2022
Schuyler,11093,10311,4/18/2022
Seneca,19280,18093,4/18/2022
St. Lawrence,72779,68117,4/18/2022
Steuben,55211,51981,4/18/2022
Suffolk,1213841,1106886,4/18/2022
Sullivan,50060,45539,4/18/2022
Tioga,25303,23969,4/18/2022
Tompkins,84164,76925,4/18/2022
Ulster,145140,133256,4/18/2022
Warren,51565,48489,4/18/2022
Washington,41378,39251,4/18/2022
Wayne,64425,60851,4/18/2022
Westchester,855842,772062,4/18/2022
Wyoming,23049,21802,4/18/2022
Yates,14519,13518,4/18/2022
Albany,248153,226941,4/19/2022
Allegany,23121,21626,4/19/2022
Bronx,1187825,1056742,4/19/2022
Broome,132998,124158,4/19/2022
Cattaraugus,43433,40263,4/19/2022
Cayuga,49194,46038,4/19/2022
Chautauqua,80605,74115,4/19/2022
Chemung,48593,45740,4/19/2022
Chenango,30938,29164,4/19/2022
Clinton,58313,54948,4/19/2022
Columbia,45236,41431,4/19/2022
Cortland,29279,27717,4/19/2022
Delaware,26230,24379,4/19/2022
Dutchess,225587,204241,4/19/2022
Erie,701265,652419,4/19/2022
Essex,27381,25581,4/19/2022
Franklin,30761,28802,4/19/2022
Fulton,29791,28030,4/19/2022
Genesee,37282,35224,4/19/2022
Greene,31775,29056,4/19/2022
Hamilton,3489,3249,4/19/2022
Herkimer,36450,34261,4/19/2022
Jefferson,74367,62353,4/19/2022
Kings,2035342,1834924,4/19/2022
Lewis,14306,13636,4/19/2022
Livingston,39880,37793,4/19/2022
Madison,53765,50326,4/19/2022
Monroe,571414,533645,4/19/2022
Montgomery,34873,32892,4/19/2022
Nassau,1225266,1118213,4/19/2022
New York,1575760,1361637,4/19/2022
Niagara,148022,139514,4/19/2022
Oneida,153231,142637,4/19/2022
Onondaga,360828,332694,4/19/2022
Ontario,83768,78844,4/19/2022
Orange,257987,235546,4/19/2022
Orleans,24042,22653,4/19/2022
Oswego,78185,73723,4/19/2022
Otsego,39782,37347,4/19/2022
Putnam,81258,73189,4/19/2022
Queens,2155376,1943313,4/19/2022
Rensselaer,116980,108690,4/19/2022
Richmond,383629,352069,4/19/2022
Rockland,226666,205391,4/19/2022
Saratoga,184760,172950,4/19/2022
Schenectady,133321,123694,4/19/2022
Schoharie,19150,18181,4/19/2022
Schuyler,11093,10312,4/19/2022
Seneca,19284,18096,4/19/2022
St. Lawrence,72797,68129,4/19/2022
Steuben,55215,51984,4/19/2022
Suffolk,1214078,1107075,4/19/2022
Sullivan,50068,45543,4/19/2022
Tioga,25307,23972,4/19/2022
Tompkins,84177,76940,4/19/2022
Ulster,145163,133282,4/19/2022
Warren,51568,48495,4/19/2022
Washington,41380,39255,4/19/2022
Wayne,64433,60861,4/19/2022
Westchester,856012,772226,4/19/2022
Wyoming,23052,21809,4/19/2022
Yates,14520,13521,4/19/2022
Albany,248207,226981,4/20/2022
Allegany,23126,21632,4/20/2022
Bronx,1188164,1057070,4/20/2022
Broome,133008,124166,4/20/2022
Cattaraugus,43437,40268,4/20/2022
Cayuga,49195,46045,4/20/2022
Chautauqua,80614,74132,4/20/2022
Chemung,48604,45748,4/20/2022
Chenango,30939,29164,4/20/2022
Clinton,58321,54958,4/20/2022
Columbia,45240,41436,4/20/2022
Cortland,29280,27721,4/20/2022
Delaware,26233,24379,4/20/2022
Dutchess,225627,204282,4/20/2022
Erie,701351,652501,4/20/2022
Essex,27386,25586,4/20/2022
Franklin,30767,28812,4/20/2022
Fulton,29798,28037,4/20/2022
Genesee,37293,35232,4/20/2022
Greene,31782,29058,4/20/2022
Hamilton,3490,3249,4/20/2022
Herkimer,36453,34263,4/20/2022
Jefferson,74378,62363,4/20/2022
Kings,2035742,1835286,4/20/2022
Lewis,14307,13637,4/20/2022
Livingston,39883,37796,4/20/2022
Madison,53773,50332,4/20/2022
Monroe,571512,533740,4/20/2022
Montgomery,34877,32898,4/20/2022
Nassau,1225490,1118423,4/20/2022
New York,1576193,1361977,4/20/2022
Niagara,148035,139532,4/20/2022
Oneida,153249,142653,4/20/2022
Onondaga,360885,332753,4/20/2022
Ontario,83784,78856,4/20/2022
Orange,258040,235601,4/20/2022
Orleans,24043,22655,4/20/2022
Oswego,78204,73741,4/20/2022
Otsego,39787,37351,4/20/2022
Putnam,81270,73211,4/20/2022
Queens,2155831,1943659,4/20/2022
Rensselaer,116991,108706,4/20/2022
Richmond,383701,352123,4/20/2022
Rockland,226707,205465,4/20/2022
Saratoga,184777,172980,4/20/2022
Schenectady,133344,123711,4/20/2022
Schoharie,19151,18183,4/20/2022
Schuyler,11095,10314,4/20/2022
Seneca,19287,18102,4/20/2022
St. Lawrence,72822,68150,4/20/2022
Steuben,55225,51988,4/20/2022
Suffolk,1214275,1107282,4/20/2022
Sullivan,50076,45552,4/20/2022
Tioga,25311,23972,4/20/2022
Tompkins,84192,76962,4/20/2022
Ulster,145180,133303,4/20/2022
Warren,51571,48499,4/20/2022
Washington,41383,39259,4/20/2022
Wayne,64448,60870,4/20/2022
Westchester,856186,772421,4/20/2022
Wyoming,23052,21810,4/20/2022
Yates,14523,13522,4/20/2022
Albany,248241,227014,4/21/2022
Allegany,23130,21635,4/21/2022
Bronx,1188520,1057436,4/21/2022
Broome,133130,124264,4/21/2022
Cattaraugus,43445,40272,4/21/2022
Cayuga,49200,46055,4/21/2022
Chautauqua,80620,74141,4/21/2022
Chemung,48610,45756,4/21/2022
Chenango,30942,29166,4/21/2022
Clinton,58324,54967,4/21/2022
Columbia,45247,41443,4/21/2022
Cortland,29286,27723,4/21/2022
Delaware,26235,24382,4/21/2022
Dutchess,225665,204321,4/21/2022
Erie,701469,652655,4/21/2022
Essex,27389,25586,4/21/2022
Franklin,30771,28814,4/21/2022
Fulton,29802,28038,4/21/2022
Genesee,37295,35234,4/21/2022
Greene,31790,29063,4/21/2022
Hamilton,3490,3250,4/21/2022
Herkimer,36458,34270,4/21/2022
Jefferson,74390,62377,4/21/2022
Kings,2036125,1835648,4/21/2022
Lewis,14310,13639,4/21/2022
Livingston,39889,37798,4/21/2022
Madison,53776,50340,4/21/2022
Monroe,571600,533830,4/21/2022
Montgomery,34881,32904,4/21/2022
Nassau,1225759,1118682,4/21/2022
New York,1576614,1362338,4/21/2022
Niagara,148043,139558,4/21/2022
Oneida,153290,142684,4/21/2022
Onondaga,360939,332838,4/21/2022
Ontario,83791,78863,4/21/2022
Orange,258085,235653,4/21/2022
Orleans,24051,22660,4/21/2022
Oswego,78212,73752,4/21/2022
Otsego,39795,37359,4/21/2022
Putnam,81295,73228,4/21/2022
Queens,2156308,1944082,4/21/2022
Rensselaer,117002,108724,4/21/2022
Richmond,383760,352195,4/21/2022
Rockland,226834,205558,4/21/2022
Saratoga,184789,172994,4/21/2022
Schenectady,133356,123724,4/21/2022
Schoharie,19154,18189,4/21/2022
Schuyler,11099,10314,4/21/2022
Seneca,19290,18103,4/21/2022
St. Lawrence,72847,68178,4/21/2022
Steuben,55233,52002,4/21/2022
Suffolk,1214535,1107510,4/21/2022
Sullivan,50093,45564,4/21/2022
Tioga,25311,23974,4/21/2022
Tompkins,84209,76980,4/21/2022
Ulster,145205,133334,4/21/2022
Warren,51573,48506,4/21/2022
Washington,41385,39265,4/21/2022
Wayne,64456,60877,4/21/2022
Westchester,856773,772952,4/21/2022
Wyoming,23058,21813,4/21/2022
Yates,14525,13526,4/21/2022
Albany,248284,227044,4/22/2022
Allegany,23130,21638,4/22/2022
Bronx,1188933,1057784,4/22/2022
Broome,133147,124276,4/22/2022
Cattaraugus,43455,40279,4/22/2022
Cayuga,49225,46063,4/22/2022
Chautauqua,80628,74154,4/22/2022
Chemung,48615,45761,4/22/2022
Chenango,30943,29172,4/22/2022
Clinton,58331,54969,4/22/2022
Columbia,45255,41451,4/22/2022
Cortland,29290,27731,4/22/2022
Delaware,26235,24387,4/22/2022
Dutchess,225733,204365,4/22/2022
Erie,701546,652763,4/22/2022
Essex,27398,25593,4/22/2022
Franklin,30777,28815,4/22/2022
Fulton,29804,28045,4/22/2022
Genesee,37298,35236,4/22/2022
Greene,31792,29069,4/22/2022
Hamilton,3492,3250,4/22/2022
Herkimer,36464,34277,4/22/2022
Jefferson,74394,62387,4/22/2022
Kings,2036507,1836003,4/22/2022
Lewis,14311,13642,4/22/2022
Livingston,39896,37802,4/22/2022
Madison,53780,50347,4/22/2022
Monroe,571698,533931,4/22/2022
Montgomery,34883,32914,4/22/2022
Nassau,1225940,1118864,4/22/2022
New York,1576988,1362639,4/22/2022
Niagara,148061,139574,4/22/2022
Oneida,153316,142709,4/22/2022
Onondaga,361026,332913,4/22/2022
Ontario,83797,78875,4/22/2022
Orange,258132,235706,4/22/2022
Orleans,24052,22665,4/22/2022
Oswego,78224,73768,4/22/2022
Otsego,39797,37359,4/22/2022
Putnam,81302,73237,4/22/2022
Queens,2156723,1944409,4/22/2022
Rensselaer,117030,108749,4/22/2022
Richmond,383833,352262,4/22/2022
Rockland,226887,205591,4/22/2022
Saratoga,184807,173027,4/22/2022
Schenectady,133367,123738,4/22/2022
Schoharie,19159,18192,4/22/2022
Schuyler,11099,10314,4/22/2022
