County,FirstDose,SeriesComplete,Reportasof
Seneca,93,0,12/27/2020
St. Lawrence,1227,1,12/27/2020
Steuben,253,0,12/27/2020
Suffolk,6225,23,12/27/2020
Sullivan,250,2,12/27/2020
Tioga,41,0,12/27/2020
Tompkins,303,0,12/27/2020
Ulster,910,4,12/27/2020
Warren,563,1,12/27/2020
Washington,269,0,12/27/2020
Wayne,210,0,12/27/2020
Westchester,5181,23,12/27/2020
Wyoming,89,0,12/27/2020
Yates,110,0,12/27/2020
Albany,3603,7,12/28/2020
Allegany,226,1,12/28/2020
Bronx,4321,16,12/28/2020
Broome,411,1,12/28/2020
Cattaraugus,457,1,12/28/2020
Cayuga,653,0,12/28/2020
Chautauqua,453,2,12/28/2020
Chemung,48,0,12/28/2020
Chenango,177,0,12/28/2020
Clinton,827,1,12/28/2020
Columbia,214,0,12/28/2020
Cortland,267,1,12/28/2020
Delaware,227,1,12/28/2020
Dutchess,1216,9,12/28/2020
Erie,8580,7,12/28/2020
Essex,255,0,12/28/2020
Franklin,725,1,12/28/2020
Fulton,257,0,12/28/2020
Genesee,138,0,12/28/2020
Greene,147,0,12/28/2020
Hamilton,17,0,12/28/2020
Herkimer,269,0,12/28/2020
Jefferson,169,1,12/28/2020
Kings,10520,38,12/28/2020
Lewis,140,0,12/28/2020
Livingston,319,0,12/28/2020
Madison,643,0,12/28/2020
Monroe,6082,8,12/28/2020
Montgomery,379,0,12/28/2020
Nassau,10039,30,12/28/2020
New York,13682,42,12/28/2020
Niagara,1307,1,12/28/2020
Oneida,1754,3,12/28/2020
Onondaga,3807,4,12/28/2020
Ontario,1004,1,12/28/2020
Orange,1726,13,12/28/2020
Orleans,104,0,12/28/2020
Oswego,491,2,12/28/2020
Otsego,609,1,12/28/2020
Putnam,309,4,12/28/2020
Queens,9811,40,12/28/2020
Rensselaer,1361,7,12/28/2020
Richmond,2976,10,12/28/2020
Rockland,1558,6,12/28/2020
Saratoga,2185,7,12/28/2020
Schenectady,1433,4,12/28/2020
Schoharie,94,1,12/28/2020
Schuyler,44,0,12/28/2020
Seneca,129,0,12/28/2020
St. Lawrence,1426,1,12/28/2020
Steuben,286,0,12/28/2020
Suffolk,7549,26,12/28/2020
Sullivan,272,2,12/28/2020
Tioga,54,0,12/28/2020
Tompkins,487,0,12/28/2020
Ulster,1053,4,12/28/2020
Warren,693,1,12/28/2020
Washington,319,0,12/28/2020
Wayne,294,0,12/28/2020
Westchester,5807,27,12/28/2020
Wyoming,99,0,12/28/2020
Yates,142,0,12/28/2020
Albany,4122,9,12/29/2020
Allegany,276,1,12/29/2020
Bronx,5289,18,12/29/2020
Broome,514,1,12/29/2020
Cattaraugus,540,2,12/29/2020
Cayuga,885,1,12/29/2020
Chautauqua,529,2,12/29/2020
Chemung,102,0,12/29/2020
Chenango,248,0,12/29/2020
Clinton,1187,1,12/29/2020
Columbia,237,1,12/29/2020
Cortland,376,1,12/29/2020
Delaware,254,1,12/29/2020
Dutchess,1370,10,12/29/2020
Erie,9890,8,12/29/2020
Essex,331,0,12/29/2020
Franklin,951,3,12/29/2020
Fulton,320,0,12/29/2020
Genesee,150,0,12/29/2020
Greene,163,0,12/29/2020
Hamilton,34,0,12/29/2020
Herkimer,350,0,12/29/2020
Jefferson,259,1,12/29/2020
Kings,12312,41,12/29/2020
Lewis,206,0,12/29/2020
Livingston,424,1,12/29/2020
Madison,789,0,12/29/2020
Monroe,6808,12,12/29/2020
Montgomery,473,0,12/29/2020
Nassau,11869,36,12/29/2020
New York,16240,53,12/29/2020
Niagara,1646,1,12/29/2020
Oneida,2071,4,12/29/2020
Onondaga,4359,5,12/29/2020
Ontario,1214,1,12/29/2020
Orange,1922,14,12/29/2020
Orleans,152,0,12/29/2020
Oswego,660,2,12/29/2020
Otsego,719,1,12/29/2020
Putnam,377,4,12/29/2020
Queens,11878,48,12/29/2020
Rensselaer,1669,8,12/29/2020
Richmond,3751,12,12/29/2020
Rockland,1867,8,12/29/2020
Saratoga,2445,7,12/29/2020
Schenectady,1634,5,12/29/2020
Schoharie,187,1,12/29/2020
Schuyler,71,1,12/29/2020
Seneca,161,0,12/29/2020
St. Lawrence,1642,1,12/29/2020
Steuben,392,0,12/29/2020
Suffolk,8710,28,12/29/2020
Sullivan,312,2,12/29/2020
Tioga,92,0,12/29/2020
Tompkins,797,0,12/29/2020
Ulster,1212,5,12/29/2020
Warren,853,1,12/29/2020
Washington,402,0,12/29/2020
Wayne,380,0,12/29/2020
Westchester,6877,30,12/29/2020
Wyoming,108,0,12/29/2020
Yates,179,0,12/29/2020
Albany,5048,10,12/30/2020
Allegany,304,1,12/30/2020
Bronx,6440,23,12/30/2020
Broome,1378,2,12/30/2020
Cattaraugus,602,2,12/30/2020
Cayuga,1077,1,12/30/2020
Chautauqua,773,2,12/30/2020
Chemung,253,0,12/30/2020
Chenango,330,0,12/30/2020
Clinton,1450,2,12/30/2020
Columbia,258,1,12/30/2020
Cortland,442,1,12/30/2020
Delaware,361,1,12/30/2020
Dutchess,1804,12,12/30/2020
Erie,11663,9,12/30/2020
Essex,429,0,12/30/2020
Franklin,1198,4,12/30/2020
Fulton,406,0,12/30/2020
Genesee,188,0,12/30/2020
Greene,203,0,12/30/2020
Hamilton,49,0,12/30/2020
Herkimer,617,0,12/30/2020
Jefferson,352,1,12/30/2020
Kings,13654,47,12/30/2020
Lewis,279,1,12/30/2020
Livingston,564,1,12/30/2020
Madison,1035,1,12/30/2020
Monroe,8697,14,12/30/2020
Montgomery,593,1,12/30/2020
Nassau,13578,39,12/30/2020
New York,18253,58,12/30/2020
Niagara,2129,1,12/30/2020
Oneida,2398,4,12/30/2020
Onondaga,5861,9,12/30/2020
Ontario,1582,1,12/30/2020
Orange,2366,15,12/30/2020
Orleans,176,0,12/30/2020
Oswego,1014,2,12/30/2020
Otsego,786,1,12/30/2020
Putnam,450,5,12/30/2020
Queens,13487,55,12/30/2020
Rensselaer,2062,10,12/30/2020
Richmond,4367,13,12/30/2020
Rockland,2202,12,12/30/2020
Saratoga,3013,7,12/30/2020
Schenectady,2067,7,12/30/2020
Schoharie,252,1,12/30/2020
Schuyler,153,1,12/30/2020
Seneca,201,0,12/30/2020
St. Lawrence,1821,1,12/30/2020
Steuben,528,1,12/30/2020
Suffolk,11407,37,12/30/2020
Sullivan,866,4,12/30/2020
Tioga,181,1,12/30/2020
Tompkins,949,0,12/30/2020
Ulster,1463,9,12/30/2020
Warren,1023,1,12/30/2020
Washington,498,0,12/30/2020
Wayne,637,0,12/30/2020
Westchester,7999,33,12/30/2020
Wyoming,127,0,12/30/2020
Yates,206,0,12/30/2020
Albany,5650,11,12/31/2020
Allegany,320,1,12/31/2020
Bronx,7664,25,12/31/2020
Broome,1847,2,12/31/2020
Cattaraugus,653,2,12/31/2020
Cayuga,1428,1,12/31/2020
Chautauqua,1003,3,12/31/2020
Chemung,582,0,12/31/2020
Chenango,401,0,12/31/2020
Clinton,1677,2,12/31/2020
Columbia,292,1,12/31/2020
Cortland,587,1,12/31/2020
Delaware,415,1,12/31/2020
Dutchess,2040,15,12/31/2020
Erie,13590,11,12/31/2020
Essex,498,0,12/31/2020
Franklin,1439,6,12/31/2020
Fulton,537,0,12/31/2020
Genesee,253,0,12/31/2020
Greene,225,0,12/31/2020
Hamilton,53,0,12/31/2020
Herkimer,759,2,12/31/2020
Jefferson,1848,1,12/31/2020
Kings,14800,52,12/31/2020
Lewis,422,1,12/31/2020
Livingston,656,1,12/31/2020
Madison,1158,1,12/31/2020
Monroe,10049,17,12/31/2020
Montgomery,819,1,12/31/2020
Nassau,15277,44,12/31/2020
New York,19845,65,12/31/2020
Niagara,2370,1,12/31/2020
Oneida,2872,5,12/31/2020
Onondaga,7136,13,12/31/2020
Ontario,1902,1,12/31/2020
Orange,2912,18,12/31/2020
Orleans,336,0,12/31/2020
Oswego,1589,2,12/31/2020
Otsego,950,2,12/31/2020
Putnam,528,5,12/31/2020
Queens,15607,64,12/31/2020
Rensselaer,2327,12,12/31/2020
Richmond,4752,15,12/31/2020
Rockland,2491,13,12/31/2020
Saratoga,3328,9,12/31/2020
Schenectady,2392,8,12/31/2020
Schoharie,300,2,12/31/2020
Schuyler,236,1,12/31/2020
Seneca,248,0,12/31/2020
St. Lawrence,2132,1,12/31/2020
Steuben,642,1,12/31/2020
Suffolk,14159,55,12/31/2020
Sullivan,1017,4,12/31/2020
Tioga,266,1,12/31/2020
Tompkins,1158,0,12/31/2020
Ulster,1686,11,12/31/2020
Warren,1112,1,12/31/2020
Washington,570,0,12/31/2020
Wayne,1005,0,12/31/2020
Westchester,9282,40,12/31/2020
Wyoming,251,0,12/31/2020
Yates,240,0,12/31/2020
Albany,5765,11,1/1/2021
Allegany,326,1,1/1/2021
Bronx,7986,26,1/1/2021
Broome,1850,2,1/1/2021
Cattaraugus,671,2,1/1/2021
Cayuga,1434,1,1/1/2021
Chautauqua,1007,3,1/1/2021
Chemung,583,0,1/1/2021
Chenango,401,0,1/1/2021
Clinton,1713,2,1/1/2021
Columbia,303,1,1/1/2021
Cortland,591,1,1/1/2021
Delaware,415,1,1/1/2021
Dutchess,2451,16,1/1/2021
Erie,13992,11,1/1/2021
Essex,501,0,1/1/2021
Franklin,1496,6,1/1/2021
Fulton,538,0,1/1/2021
Genesee,279,0,1/1/2021
Greene,231,0,1/1/2021
Hamilton,53,0,1/1/2021
Herkimer,760,2,1/1/2021
Jefferson,1850,1,1/1/2021
Kings,15632,56,1/1/2021
Lewis,422,1,1/1/2021
Livingston,728,1,1/1/2021
Madison,1177,1,1/1/2021
Monroe,10908,18,1/1/2021
Montgomery,821,1,1/1/2021
Nassau,15937,47,1/1/2021
New York,20053,67,1/1/2021
Niagara,2398,1,1/1/2021
Oneida,2878,5,1/1/2021
Onondaga,7540,14,1/1/2021
Ontario,1951,1,1/1/2021
Orange,3236,19,1/1/2021
Orleans,352,0,1/1/2021
Oswego,1613,2,1/1/2021
Otsego,951,2,1/1/2021
Putnam,634,5,1/1/2021
Queens,16833,64,1/1/2021
Rensselaer,2400,12,1/1/2021
Richmond,4889,15,1/1/2021
Rockland,2631,15,1/1/2021
Saratoga,3390,10,1/1/2021
Schenectady,2430,8,1/1/2021
Schoharie,302,2,1/1/2021
Schuyler,236,1,1/1/2021
Seneca,248,0,1/1/2021
St. Lawrence,2157,1,1/1/2021
Steuben,645,1,1/1/2021
Suffolk,14409,55,1/1/2021
Sullivan,1056,4,1/1/2021
Tioga,266,1,1/1/2021
Tompkins,1159,0,1/1/2021
Ulster,1838,11,1/1/2021
Warren,1172,1,1/1/2021
Washington,600,0,1/1/2021
Wayne,1035,0,1/1/2021
Westchester,9411,40,1/1/2021
Wyoming,423,0,1/1/2021
Yates,240,0,1/1/2021
Albany,6242,12,1/2/2021
Allegany,354,1,1/2/2021
Bronx,8990,29,1/2/2021
Broome,2035,2,1/2/2021
Cattaraugus,884,3,1/2/2021
Cayuga,1493,1,1/2/2021
Chautauqua,1679,4,1/2/2021
Chemung,649,0,1/2/2021
Chenango,457,0,1/2/2021
Clinton,2137,2,1/2/2021
Columbia,547,2,1/2/2021
Cortland,608,1,1/2/2021
Delaware,450,1,1/2/2021
Dutchess,3467,18,1/2/2021
Erie,16659,16,1/2/2021
Essex,520,0,1/2/2021
Franklin,1657,8,1/2/2021
Fulton,649,0,1/2/2021
Genesee,673,0,1/2/2021
Greene,332,0,1/2/2021
Hamilton,55,0,1/2/2021
Herkimer,822,2,1/2/2021
Jefferson,1887,1,1/2/2021
Kings,16274,58,1/2/2021
Lewis,431,1,1/2/2021
Livingston,881,1,1/2/2021
Madison,1243,1,1/2/2021
Monroe,13189,19,1/2/2021
Montgomery,1019,1,1/2/2021
Nassau,17369,50,1/2/2021
New York,20849,68,1/2/2021
Niagara,3293,2,1/2/2021
Oneida,3803,5,1/2/2021
Onondaga,8123,15,1/2/2021
Ontario,2292,2,1/2/2021
Orange,3821,23,1/2/2021
Orleans,431,0,1/2/2021
Oswego,1678,2,1/2/2021
Otsego,1028,2,1/2/2021
Putnam,819,6,1/2/2021
Queens,17748,65,1/2/2021
Rensselaer,2810,12,1/2/2021
Richmond,4997,15,1/2/2021
Rockland,3141,17,1/2/2021
Saratoga,4000,11,1/2/2021
Schenectady,2789,8,1/2/2021
Schoharie,318,2,1/2/2021
Schuyler,240,1,1/2/2021
Seneca,257,0,1/2/2021
St. Lawrence,2355,2,1/2/2021
Steuben,783,2,1/2/2021
Suffolk,17864,60,1/2/2021
Sullivan,1162,4,1/2/2021
Tioga,349,1,1/2/2021
Tompkins,1265,0,1/2/2021
Ulster,2537,11,1/2/2021
Warren,1311,1,1/2/2021
Washington,642,0,1/2/2021
Wayne,1343,0,1/2/2021
Westchester,11373,43,1/2/2021
Wyoming,699,0,1/2/2021
Yates,249,0,1/2/2021
Albany,6545,18,1/3/2021
Allegany,355,1,1/3/2021
Bronx,9247,29,1/3/2021
Broome,2101,2,1/3/2021
Cattaraugus,884,3,1/3/2021
Cayuga,1500,1,1/3/2021
Chautauqua,1681,4,1/3/2021
Chemung,657,0,1/3/2021
Chenango,458,0,1/3/2021
Clinton,2170,2,1/3/2021
Columbia,558,2,1/3/2021
Cortland,632,2,1/3/2021
Delaware,450,1,1/3/2021
Dutchess,3511,18,1/3/2021
Erie,16741,16,1/3/2021
Essex,521,0,1/3/2021
Franklin,1658,8,1/3/2021
Fulton,653,0,1/3/2021
Genesee,685,0,1/3/2021
Greene,340,0,1/3/2021
Hamilton,55,0,1/3/2021
Herkimer,840,2,1/3/2021
Jefferson,1892,1,1/3/2021
Kings,16765,61,1/3/2021
Lewis,441,1,1/3/2021
Livingston,900,1,1/3/2021
Madison,1258,1,1/3/2021
Monroe,13944,19,1/3/2021
Montgomery,1026,1,1/3/2021
Nassau,17827,52,1/3/2021
New York,21770,73,1/3/2021
Niagara,3296,2,1/3/2021
Oneida,3913,5,1/3/2021
Onondaga,8420,17,1/3/2021
Ontario,2340,2,1/3/2021
Orange,4167,25,1/3/2021
Orleans,435,0,1/3/2021
Oswego,1693,2,1/3/2021
Otsego,1028,2,1/3/2021
Putnam,864,6,1/3/2021
Queens,18380,68,1/3/2021
Rensselaer,2903,12,1/3/2021
Richmond,5703,18,1/3/2021
Rockland,3233,17,1/3/2021
Saratoga,4108,18,1/3/2021
Schenectady,2944,21,1/3/2021
Schoharie,319,3,1/3/2021
Schuyler,242,1,1/3/2021
Seneca,262,0,1/3/2021
St. Lawrence,2396,2,1/3/2021
Steuben,798,2,1/3/2021
Suffolk,18105,61,1/3/2021
Sullivan,1183,4,1/3/2021
Tioga,352,1,1/3/2021
Tompkins,1269,0,1/3/2021
Ulster,2601,12,1/3/2021
Warren,1350,1,1/3/2021
Washington,671,0,1/3/2021
Wayne,1395,0,1/3/2021
Westchester,11748,46,1/3/2021
Wyoming,702,0,1/3/2021
Yates,251,0,1/3/2021
Albany,7406,33,1/4/2021
Allegany,367,3,1/4/2021
Bronx,10014,57,1/4/2021
Broome,3800,4,1/4/2021
Cattaraugus,976,3,1/4/2021
Cayuga,1541,4,1/4/2021
Chautauqua,1712,4,1/4/2021
Chemung,937,0,1/4/2021
Chenango,560,0,1/4/2021
Clinton,2341,2,1/4/2021
Columbia,594,3,1/4/2021
Cortland,713,2,1/4/2021
Delaware,494,1,1/4/2021
Dutchess,3710,21,1/4/2021
Erie,17664,21,1/4/2021
Essex,808,0,1/4/2021
Franklin,1767,8,1/4/2021
Fulton,771,0,1/4/2021
Genesee,756,2,1/4/2021
Greene,363,0,1/4/2021
Hamilton,58,0,1/4/2021
Herkimer,934,2,1/4/2021
Jefferson,2074,1,1/4/2021
Kings,18008,168,1/4/2021
Lewis,456,1,1/4/2021
Livingston,996,12,1/4/2021
Madison,1370,4,1/4/2021
Monroe,14805,313,1/4/2021
Montgomery,1091,1,1/4/2021
Nassau,19125,90,1/4/2021
New York,23312,289,1/4/2021
Niagara,3399,3,1/4/2021
Oneida,4208,6,1/4/2021
Onondaga,9156,66,1/4/2021
Ontario,2445,35,1/4/2021
Orange,4278,27,1/4/2021
Orleans,465,2,1/4/2021
Oswego,1862,6,1/4/2021
Otsego,1341,2,1/4/2021
Putnam,942,10,1/4/2021
Queens,19775,131,1/4/2021
Rensselaer,3234,14,1/4/2021
Richmond,6073,81,1/4/2021
Rockland,3493,24,1/4/2021
Saratoga,4676,38,1/4/2021
Schenectady,3320,50,1/4/2021
Schoharie,367,4,1/4/2021
Schuyler,264,1,1/4/2021
Seneca,280,2,1/4/2021
St. Lawrence,2611,8,1/4/2021
Steuben,910,4,1/4/2021
Suffolk,19348,77,1/4/2021
Sullivan,1193,4,1/4/2021
Tioga,521,1,1/4/2021
Tompkins,1317,2,1/4/2021
Ulster,2789,13,1/4/2021
Warren,1470,2,1/4/2021
Washington,960,1,1/4/2021
Wayne,1476,24,1/4/2021
Westchester,12819,84,1/4/2021
Wyoming,725,0,1/4/2021
Yates,257,0,1/4/2021
Albany,7881,309,1/5/2021
Allegany,431,9,1/5/2021
Bronx,11196,153,1/5/2021
Broome,4296,4,1/5/2021
Cattaraugus,1076,29,1/5/2021
Cayuga,1676,6,1/5/2021
Chautauqua,1835,5,1/5/2021
Chemung,1374,1,1/5/2021
Chenango,648,1,1/5/2021
Clinton,2814,3,1/5/2021
Columbia,779,20,1/5/2021
Cortland,778,2,1/5/2021
Delaware,674,1,1/5/2021
Dutchess,4078,67,1/5/2021
Erie,19574,191,1/5/2021
Essex,1012,4,1/5/2021
Franklin,1789,9,1/5/2021
Fulton,948,8,1/5/2021
Genesee,1013,10,1/5/2021
Greene,471,7,1/5/2021
Hamilton,68,0,1/5/2021
Herkimer,1147,3,1/5/2021
Jefferson,2345,2,1/5/2021
Kings,19528,407,1/5/2021
Lewis,524,1,1/5/2021
Livingston,1193,19,1/5/2021
Madison,1548,5,1/5/2021
Monroe,18161,651,1/5/2021
Montgomery,1250,7,1/5/2021
Nassau,21099,223,1/5/2021
New York,24682,812,1/5/2021
Niagara,3844,23,1/5/2021
Oneida,4683,8,1/5/2021
Onondaga,9972,73,1/5/2021
Ontario,2744,55,1/5/2021
Orange,4742,40,1/5/2021
Orleans,540,7,1/5/2021
Oswego,2089,7,1/5/2021
Otsego,1990,3,1/5/2021
Putnam,1052,18,1/5/2021
Queens,21710,330,1/5/2021
Rensselaer,3487,91,1/5/2021
Richmond,6428,179,1/5/2021
Rockland,3995,57,1/5/2021
Saratoga,5397,120,1/5/2021
Schenectady,3793,144,1/5/2021
Schoharie,443,8,1/5/2021
Schuyler,303,1,1/5/2021
Seneca,308,3,1/5/2021
St. Lawrence,2895,67,1/5/2021
Steuben,1127,6,1/5/2021
Suffolk,21445,128,1/5/2021
Sullivan,1230,4,1/5/2021
Tioga,613,1,1/5/2021
Tompkins,1361,3,1/5/2021
Ulster,3023,35,1/5/2021
Warren,1674,16,1/5/2021
Washington,1105,5,1/5/2021
Wayne,1669,33,1/5/2021
Westchester,14533,245,1/5/2021
Wyoming,801,3,1/5/2021
Yates,279,0,1/5/2021
Albany,8809,485,1/6/2021
Allegany,478,18,1/6/2021
Bronx,12999,270,1/6/2021
Broome,5183,9,1/6/2021
Cattaraugus,1333,65,1/6/2021
Cayuga,1980,11,1/6/2021
Chautauqua,2046,54,1/6/2021
Chemung,1719,1,1/6/2021
Chenango,773,1,1/6/2021
Clinton,3183,69,1/6/2021
Columbia,1004,35,1/6/2021
Cortland,908,4,1/6/2021
Delaware,778,1,1/6/2021
Dutchess,4875,87,1/6/2021
Erie,23051,706,1/6/2021
Essex,1142,20,1/6/2021
Franklin,1839,19,1/6/2021
Fulton,1155,13,1/6/2021
Genesee,1181,14,1/6/2021
Greene,644,12,1/6/2021
Hamilton,127,0,1/6/2021
Herkimer,1392,7,1/6/2021
Jefferson,3095,6,1/6/2021
Kings,22376,803,1/6/2021
Lewis,634,1,1/6/2021
Livingston,1395,25,1/6/2021
Madison,1825,24,1/6/2021
Monroe,20954,866,1/6/2021
Montgomery,1652,13,1/6/2021
Nassau,23876,720,1/6/2021
New York,26685,1819,1/6/2021
Niagara,4408,68,1/6/2021
Oneida,6305,54,1/6/2021
Onondaga,11580,309,1/6/2021
Ontario,2971,62,1/6/2021
Orange,5819,79,1/6/2021
Orleans,658,11,1/6/2021
Oswego,2243,22,1/6/2021
Otsego,2418,6,1/6/2021
Putnam,1362,29,1/6/2021
Queens,24485,775,1/6/2021
Rensselaer,3834,149,1/6/2021
Richmond,6844,284,1/6/2021
Rockland,4812,151,1/6/2021
Saratoga,6177,221,1/6/2021
Schenectady,4235,196,1/6/2021
Schoharie,534,9,1/6/2021
Schuyler,377,1,1/6/2021
Seneca,362,3,1/6/2021
St. Lawrence,3297,275,1/6/2021
Steuben,1376,7,1/6/2021
Suffolk,26222,376,1/6/2021
Sullivan,1292,9,1/6/2021
Tioga,810,3,1/6/2021
Tompkins,1756,3,1/6/2021
Ulster,3364,44,1/6/2021
Warren,1920,34,1/6/2021
Washington,1236,14,1/6/2021
Wayne,1960,39,1/6/2021
Westchester,16896,582,1/6/2021
Wyoming,981,7,1/6/2021
Yates,316,1,1/6/2021
Albany,9872,537,1/7/2021
Allegany,522,27,1/7/2021
Bronx,14984,480,1/7/2021
Broome,6064,11,1/7/2021
Cattaraugus,1677,102,1/7/2021
Cayuga,2346,19,1/7/2021
Chautauqua,2350,119,1/7/2021
Chemung,2068,23,1/7/2021
Chenango,959,1,1/7/2021
Clinton,3397,177,1/7/2021
Columbia,1305,48,1/7/2021
Cortland,1151,6,1/7/2021
Delaware,817,2,1/7/2021
Dutchess,5826,175,1/7/2021
Erie,25465,1182,1/7/2021
Essex,1192,35,1/7/2021
Franklin,1968,37,1/7/2021
Fulton,1339,16,1/7/2021
Genesee,1358,29,1/7/2021
Greene,724,23,1/7/2021
Hamilton,134,1,1/7/2021
Herkimer,1708,30,1/7/2021
Jefferson,3441,8,1/7/2021
Kings,24912,1552,1/7/2021
Lewis,774,3,1/7/2021
Livingston,1833,50,1/7/2021
Madison,2125,38,1/7/2021
Monroe,23504,1480,1/7/2021
Montgomery,1863,16,1/7/2021
Nassau,33620,1339,1/7/2021
New York,28585,3024,1/7/2021
Niagara,5355,182,1/7/2021
Oneida,7184,173,1/7/2021
Onondaga,13297,497,1/7/2021
Ontario,3431,98,1/7/2021
Orange,6865,312,1/7/2021
Orleans,716,22,1/7/2021
Oswego,2500,28,1/7/2021
Otsego,2535,7,1/7/2021
Putnam,1770,73,1/7/2021
Queens,28212,1423,1/7/2021
Rensselaer,4274,166,1/7/2021
Richmond,7388,440,1/7/2021
Rockland,6105,309,1/7/2021
Saratoga,7055,304,1/7/2021
Schenectady,4716,224,1/7/2021
Schoharie,623,11,1/7/2021
Schuyler,446,1,1/7/2021
Seneca,447,5,1/7/2021
St. Lawrence,3670,395,1/7/2021
Steuben,1648,8,1/7/2021
Suffolk,33388,656,1/7/2021
Sullivan,1345,23,1/7/2021
Tioga,956,4,1/7/2021
Tompkins,2174,7,1/7/2021
Ulster,3793,84,1/7/2021
Warren,2215,50,1/7/2021
Washington,1406,20,1/7/2021
Wayne,2172,67,1/7/2021
Westchester,21416,1174,1/7/2021
Wyoming,1187,12,1/7/2021
Yates,371,1,1/7/2021
Albany,11059,713,1/8/2021
Allegany,594,29,1/8/2021
Bronx,17633,773,1/8/2021
Broome,7044,17,1/8/2021
Cattaraugus,1915,108,1/8/2021
Cayuga,2486,25,1/8/2021
Chautauqua,3043,154,1/8/2021
Chemung,2338,24,1/8/2021
Chenango,1130,1,1/8/2021
Clinton,3448,338,1/8/2021
Columbia,1467,83,1/8/2021
Cortland,1432,9,1/8/2021
Delaware,912,3,1/8/2021
Dutchess,7307,323,1/8/2021
Erie,30037,2448,1/8/2021
Essex,1235,54,1/8/2021
Franklin,2086,69,1/8/2021
Fulton,1588,19,1/8/2021
Genesee,1516,49,1/8/2021
Greene,887,32,1/8/2021
Hamilton,170,1,1/8/2021
Herkimer,1951,45,1/8/2021
Jefferson,3915,25,1/8/2021
Kings,27429,2617,1/8/2021
Lewis,851,5,1/8/2021
Livingston,2217,73,1/8/2021
Madison,2517,52,1/8/2021
Monroe,25405,2351,1/8/2021
Montgomery,2075,20,1/8/2021
Nassau,36973,1984,1/8/2021
New York,31635,4182,1/8/2021
Niagara,5878,316,1/8/2021
Oneida,8272,277,1/8/2021
Onondaga,15283,755,1/8/2021
Ontario,3735,136,1/8/2021
Orange,7985,577,1/8/2021
Orleans,764,38,1/8/2021
Oswego,2746,36,1/8/2021
Otsego,2729,18,1/8/2021
Putnam,2428,121,1/8/2021
Queens,32023,2152,1/8/2021
Rensselaer,5032,218,1/8/2021
Richmond,8157,620,1/8/2021
Rockland,7533,480,1/8/2021
Saratoga,8325,436,1/8/2021
Schenectady,5296,283,1/8/2021
Schoharie,666,14,1/8/2021
Schuyler,583,1,1/8/2021
Seneca,593,7,1/8/2021
St. Lawrence,3913,442,1/8/2021
Steuben,1867,10,1/8/2021
Suffolk,38382,947,1/8/2021
Sullivan,1509,34,1/8/2021
Tioga,1190,4,1/8/2021
Tompkins,3035,11,1/8/2021
Ulster,4514,152,1/8/2021
Warren,2454,94,1/8/2021
Washington,1589,42,1/8/2021
Wayne,2391,95,1/8/2021
Westchester,26719,1952,1/8/2021
Wyoming,1296,29,1/8/2021
Yates,451,5,1/8/2021
Albany,11697,743,1/9/2021
Allegany,598,29,1/9/2021
Bronx,18643,889,1/9/2021
Broome,7352,17,1/9/2021
Cattaraugus,1944,108,1/9/2021
Cayuga,2768,25,1/9/2021
Chautauqua,3489,157,1/9/2021
Chemung,2344,25,1/9/2021
Chenango,1181,4,1/9/2021
Clinton,3449,341,1/9/2021
Columbia,1780,85,1/9/2021
Cortland,1453,9,1/9/2021
Delaware,952,5,1/9/2021
Dutchess,7991,371,1/9/2021
Erie,32039,2777,1/9/2021
Essex,1246,55,1/9/2021
Franklin,2091,155,1/9/2021
Fulton,1678,21,1/9/2021
Genesee,1550,49,1/9/2021
Greene,1125,33,1/9/2021
Hamilton,190,1,1/9/2021
Herkimer,2018,58,1/9/2021
Jefferson,4005,27,1/9/2021
Kings,28953,3110,1/9/2021
Lewis,857,6,1/9/2021
Livingston,2288,77,1/9/2021
Madison,2574,59,1/9/2021
Monroe,26290,2516,1/9/2021
Montgomery,2116,29,1/9/2021
Nassau,39221,2380,1/9/2021
New York,33742,4535,1/9/2021
Niagara,6201,386,1/9/2021
Oneida,8824,329,1/9/2021
Onondaga,15528,766,1/9/2021
Ontario,3816,237,1/9/2021
Orange,8440,794,1/9/2021
Orleans,775,39,1/9/2021
Oswego,2900,37,1/9/2021
Otsego,2774,118,1/9/2021
Putnam,2598,141,1/9/2021
Queens,33815,2433,1/9/2021
Rensselaer,5250,224,1/9/2021
Richmond,8841,906,1/9/2021
Rockland,8609,648,1/9/2021
Saratoga,8942,451,1/9/2021
Schenectady,5495,295,1/9/2021
Schoharie,674,15,1/9/2021
Schuyler,589,1,1/9/2021
Seneca,644,8,1/9/2021
St. Lawrence,4005,530,1/9/2021
Steuben,1890,11,1/9/2021
Suffolk,40306,1152,1/9/2021
Sullivan,1845,48,1/9/2021
Tioga,1236,4,1/9/2021
Tompkins,3170,11,1/9/2021
Ulster,4863,177,1/9/2021
Warren,2749,96,1/9/2021
Washington,1741,42,1/9/2021
Wayne,2584,104,1/9/2021
Westchester,28836,2270,1/9/2021
Wyoming,1303,29,1/9/2021
Yates,506,10,1/9/2021
Albany,12056,831,1/10/2021
Allegany,626,37,1/10/2021
Bronx,19818,942,1/10/2021
Broome,7452,20,1/10/2021
Cattaraugus,2121,135,1/10/2021
Cayuga,2805,29,1/10/2021
Chautauqua,3515,161,1/10/2021
Chemung,2528,54,1/10/2021
Chenango,1253,7,1/10/2021
Clinton,3452,341,1/10/2021
